name,brand,model,mileage_km,fuel_type,transmission,engine_cc,city,price_pkr,time
Toyota Vitz  2005 iLL 1.0 for Sale,Toyota,2005,125000,Petrol,Automatic,1000,Karachi,2090000,Updated 13 days ago
Toyota Land Cruiser 6th (J100) Generation 2004 Cygnus for Sale,Toyota,2004,112000,Petrol,Automatic,4700,Gujranwala,10500000,Updated 13 days ago
Suzuki Margalla  1997  for Sale,Suzuki,1997,36000,Petrol,Manual,1300,Nowshera cantt,890000,Updated 13 days ago
Honda Civic  2001 EXi for Sale,Honda,2001,230000,Petrol,Manual,1600,Karachi,1500000,Updated 13 days ago
Honda Civic Reborn 2007 VTi 1.8 i-VTEC for Sale,Honda,2007,180000,Petrol,Manual,1800,Peshawar,2100000,Updated 13 days ago
Suzuki Margalla  1993 GL for Sale,Suzuki,1993,50000,Petrol,Manual,1300,Faisalabad,550000,Updated 13 days ago
Honda City  2006 VTEC Steermatic for Sale,Honda,2006,80000,Petrol,Automatic,1500,Karachi,1190000,Updated 13 days ago
Daihatsu Cuore  2003  for Sale,Daihatsu,2003,150000,LPG,Manual,800,Karachi,800000,Updated 13 days ago
Suzuki Mehran  2010 VXR for Sale,Suzuki,2010,100000,Petrol,Manual,800,Lahore,790000,Updated 13 days ago
Suzuki Alto  2008 VP for Sale,Suzuki,2008,60000,Petrol,Automatic,660,Karachi,1900000,Updated 13 days ago
Honda Civic  2008  for Sale,Honda,2008,122000,Petrol,Automatic,1800,Faisalabad,2250000,Updated 13 days ago
Suzuki Baleno  2004 JXR for Sale,Suzuki,2004,200000,LPG,Manual,1300,Jhang,1200000,Updated 13 days ago
Toyota Land Cruiser  1987  for Sale,Toyota,1987,500000,Diesel,Manual,2400,Rawalpindi,2200000,Updated 13 days ago
Toyota Prado  2001  for Sale,Toyota,2001,170000,Diesel,Automatic,3000,Rawalpindi,5300000,Updated 13 days ago
Honda Civic 7th Generation (Facelift) 2005 VTi Oriel 1.6 for Sale,Honda,2005,156000,Petrol,Manual,1600,Rawalpindi,2200000,Updated 13 days ago
Nissan Sunny  1998  for Sale,Nissan,1998,100000,Petrol,Manual,1800,Chiniot,800000,Updated 13 days ago
Honda Civic Reborn 2008 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,Honda,2008,160390,Petrol,Automatic,1800,Islamabad,2390000,Updated 13 days ago
Honda Civic Reborn 2008 VTi Oriel 1.8 i-VTEC for Sale,Honda,2008,170000,Petrol,Manual,1800,Faisalabad,2300000,Updated 13 days ago
Suzuki Alto  2003 VXR for Sale,Suzuki,2003,28322,Petrol,Manual,1000,Muzaffar Gargh,650000,Updated 13 days ago
Toyota Platz  2002 F 1.0 for Sale,Toyota,2002,150000,Petrol,Automatic,1000,Islamabad,1795000,Updated 13 days ago
Toyota Belta  2010 X Business A Package 1.0 for Sale,Toyota,2010,85000,Petrol,Automatic,1000,Karachi,2275000,Updated 13 days ago
Toyota Vitz  2006 U 1.0 for Sale,Toyota,2006,200000,Petrol,Automatic,1000,Sahiwal,2000000,Updated 13 days ago
Suzuki Mehran  2003 VXR for Sale,Suzuki,2003,55000,Petrol,Manual,800,Karachi,680000,Updated 13 days ago
Suzuki Baleno  2005 JXR for Sale,Suzuki,2005,271000,Petrol,Manual,1300,Hyderabad,1050000,Updated 13 days ago
Suzuki Alto  2001 VXR for Sale,Suzuki,2001,100000,Petrol,Automatic,1000,Bahawalpur,1130000,Updated 13 days ago
Suzuki Cultus  2006 VXR for Sale,Suzuki,2006,100000,Petrol,Manual,1000,Lahore,930000,Updated 13 days ago
Hyundai Santro  2004 Club for Sale,Hyundai,2004,200000,Petrol,Manual,1000,Multan,1225000,Updated 13 days ago
Toyota Corolla 9th (E120) Generation 2008 GLi 1.3 for Sale,Toyota,2008,455000,Petrol,Manual,1300,Karachi,2400000,Updated 13 days ago
Suzuki Cultus  2007 VXL for Sale,Suzuki,2007,100000,Petrol,Manual,1000,Faisalabad,900000,Updated 13 days ago
Suzuki Khyber  1993  for Sale,Suzuki,1993,58103,Petrol,Manual,1300,Lahore,580000,Updated 13 days ago
Honda Civic Reborn 2010 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,Honda,2010,145000,Petrol,Automatic,1800,Karachi,2350000,Updated 13 days ago
Suzuki Alto  2010 VXR for Sale,Suzuki,2010,70000,Petrol,Manual,1000,Karachi,1200000,Updated 13 days ago
Hyundai Santro  2003  for Sale,Hyundai,2003,154000,Petrol,Manual,1000,Hafizabad,1250000,Updated 13 days ago
Daihatsu Charade  1982  for Sale,Daihatsu,1982,100000,Petrol,Manual,1000,Hyderabad,325000,Updated 13 days ago
Suzuki Khyber  1990  for Sale,Suzuki,1990,884477,Petrol,Manual,1000,Islamabad,475000,Updated 13 days ago
Honda Civic Reborn 2008 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,Honda,2008,185000,Petrol,Automatic,1800,Islamabad,2385000,Updated 13 days ago
Honda Civic Reborn 2009 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,Honda,2009,17900,Petrol,Automatic,1800,Lahore,2980000,Updated 13 days ago
Honda Civic 7th Generation (Facelift) 2005 EXi for Sale,Honda,2005,120000,Petrol,Manual,1500,Islamabad,2350000,Updated 13 days ago
Toyota Corolla  2009 XLi VVTi for Sale,Toyota,2009,165000,Petrol,Manual,1300,Faisalabad,2225000,Updated 13 days ago
Honda Civic  2005 VTi Oriel Prosmatec 1.6 for Sale,Honda,2005,175000,Petrol,Automatic,1600,Rawalpindi,1950000,Updated 13 days ago
Toyota Corolla  2010 XLi VVTi Limited Edition for Sale,Toyota,2010,130000,Petrol,Manual,1300,Karachi,2340000,Updated 13 days ago
Mitsubishi Pajero  1995 Exceed 3.5 for Sale,Mitsubishi,1995,50000,Petrol,Automatic,3500,Lahore,3000000,Updated 13 days ago
Honda Civic 6th Generation 1996 EXi for Sale,Honda,1996,1,Petrol,Manual,1500,Taunsa sharif,1200000,Updated 13 days ago
Suzuki Bolan  2007 VX for Sale,Suzuki,2007,98000,Petrol,Manual,800,Islamabad,1100000,Updated 13 days ago
Toyota Brevis  2007 2.5 for Sale,Toyota,2007,42000,Petrol,Automatic,2500,Lahore,5300000,Updated 13 days ago
Mercedes Benz C Class  1996 C180 for Sale,Mercedes Benz,1996,15000,Petrol,Automatic,2500,Peshawar,2600000,Updated 13 days ago
Suzuki Alto  2005 VX for Sale,Suzuki,2005,115000,Petrol,Automatic,1000,Karachi,960000,Updated 13 days ago
Suzuki Potohar  1983 Basegrade for Sale,Suzuki,1983,210000,Petrol,Manual,1000,Islamabad,1470000,Updated 13 days ago
Land Rover Defender  2004  for Sale,Land Rover,2004,142000,Diesel,Manual,2500,Islamabad,3950000,Updated 13 days ago
Toyota Corolla  2011 Altis Automatic 1.6 for Sale,Toyota,2011,155000,Petrol,Automatic,1600,Karachi,2700000,Updated 13 days ago
Suzuki Mehran  1998 VX for Sale,Suzuki,1998,200000,Petrol,Manual,800,Faisalabad,400000,Updated 13 days ago
Toyota Corolla 9th (E120) Generation 2007 XLi for Sale,Toyota,2007,250000,Petrol,Manual,1300,Skardu,2500000,Updated 13 days ago
Suzuki Cultus  2010 VXLi for Sale,Suzuki,2010,200000,Petrol,Manual,1000,Lahore,1325000,Updated 13 days ago
Toyota Allion  2002 A18 G Package for Sale,Toyota,2002,200000,Petrol,Automatic,1800,Karachi,2250000,Updated 13 days ago
Honda Civic  2004 VTi Prosmatec 1.6 for Sale,Honda,2004,235000,Petrol,Automatic,1600,Karachi,1620000,Updated 13 days ago
Toyota Corolla  2007 Altis 1.8 for Sale,Toyota,2007,200000,Petrol,Manual,1800,Bhimber,2200000,Updated 13 days ago
Suzuki FX  1986  for Sale,Suzuki,1986,100000,Petrol,Manual,800,Karachi,250000,Updated 13 days ago
Honda Civic  2010 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,Honda,2010,99507,Petrol,Automatic,1800,Karachi,3050000,Updated 13 days ago
Honda Civic 7th Generation (Facelift) 2004 EXi for Sale,Honda,2004,225000,Petrol,Manual,1500,Karachi,1365000,Updated 13 days ago
Toyota Land Cruiser  1999  for Sale,Toyota,1999,180000,Diesel,Automatic,4200,Faisalabad,6200000,Updated 13 days ago
Toyota Prado 3rd (J120) Generation 2002 TX Limited 3.4 for Sale,Toyota,2002,100000,Petrol,Automatic,3400,Islamabad,4550000,Updated 13 days ago
Suzuki Cultus  2005 VXL (CNG) for Sale,Suzuki,2005,100000,Petrol,Manual,1000,Karachi,890000,Updated 13 days ago
Honda Civic  2005  for Sale,Honda,2005,172000,Petrol,Manual,1600,Lahore,1800000,Updated 13 days ago
Honda Civic Reborn 2009 VTi Prosmatec 1.8 i-VTEC for Sale,Honda,2009,139200,Petrol,Automatic,1800,Lahore,2290000,Updated 13 days ago
Toyota Hiace  2002  for Sale,Toyota,2002,55666,Diesel,Manual,1500,Attock,2000000,Updated 13 days ago
Mitsubishi Pajero  1996 Exceed Automatic 2.8D for Sale,Mitsubishi,1996,240000,Diesel,Automatic,2800,Islamabad,3200000,Updated 13 days ago
Toyota Passo  2008  for Sale,Toyota,2008,121830,Petrol,Automatic,1000,Rawalpindi,2085000,Updated 13 days ago
Lexus RX Series  2010 400h for Sale,Lexus,2010,113000,Hybrid,Automatic,3300,Islamabad,8000000,Updated 13 days ago
Toyota Premio  2002 F L Package 1.5 for Sale,Toyota,2002,100000,Petrol,Automatic,1500,Nowshera cantt,2800000,Updated 13 days ago
Toyota Corolla 9th (E120) Generation 2008 GLi 1.3 for Sale,Toyota,2008,135000,Petrol,Manual,1300,Karachi,1700000,Updated 13 days ago
Toyota Crown  2003 Royal Saloon G for Sale,Toyota,2003,129000,Petrol,Automatic,3000,Islamabad,4750000,Updated 13 days ago
Toyota Prius  2010 S Touring Selection 1.8 for Sale,Toyota,2010,200000,Hybrid,Automatic,1800,Peshawar,3950000,Updated 13 days ago
Toyota Vitz  2010  for Sale,Toyota,2010,117000,Petrol,Automatic,1000,Islamabad,2390000,Updated 13 days ago
Honda Accord  2003 CL7 for Sale,Honda,2003,149000,Petrol,Automatic,2000,Multan,3000000,Updated 13 days ago
Suzuki Mehran  2008 VX for Sale,Suzuki,2008,79000,Petrol,Manual,800,Rawalpindi,1170000,Updated 13 days ago
Honda Civic  2002 EXi Prosmatec for Sale,Honda,2002,150000,Petrol,Automatic,1500,Mansehra,1650000,Updated 13 days ago
Honda Civic Reborn 2010 VTi Prosmatec 1.8 i-VTEC for Sale,Honda,2010,140000,Petrol,Automatic,1800,Lahore,2500000,Updated 13 days ago
Toyota Corolla 9th (E120) Generation 2007 GLi 1.3 for Sale,Toyota,2007,345000,Petrol,Manual,1300,Karachi,2200000,Updated 13 days ago
Mazda RX8  2004 Type S for Sale,Mazda,2004,12000,Petrol,Manual,2500,Rawalpindi,3500000,Updated 13 days ago
Toyota Celsior  1992  for Sale,Toyota,1992,123456,Petrol,Automatic,4000,Islamabad,3200000,Updated 13 days ago
Honda Civic 6th Generation 1998 EXi for Sale,Honda,1998,100000,Petrol,Manual,1500,Peshawar,900000,Updated 13 days ago
Hyundai Santro  2006 Club for Sale,Hyundai,2006,120000,Petrol,Manual,1000,Lahore,1050000,Updated 13 days ago
Daihatsu Cuore  2007 CX Eco for Sale,Daihatsu,2007,90000,Petrol,Manual,800,Lahore,1290000,Updated 13 days ago
Suzuki Alto  2007 X for Sale,Suzuki,2007,250000,Petrol,Automatic,660,Peshawar,1050000,Updated 13 days ago
Toyota Corolla  2009 GLi 1.3 VVTi for Sale,Toyota,2009,168000,Petrol,Manual,1300,Rawalpindi,2650000,Updated 13 days ago
Honda Civic 7th Generation (Facelift) 2004 VTi Oriel Prosmatec 1.6 for Sale,Honda,2004,280000,Petrol,Automatic,1600,Swabi,2030000,Updated 13 days ago
Honda Civic Reborn 2007 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,Honda,2007,218000,Petrol,Automatic,1800,Faisalabad,2200000,Updated 13 days ago
Honda City  2006 i-DSI for Sale,Honda,2006,450000,Petrol,Manual,1300,Bahawalpur,2300000,Updated 13 days ago
Toyota Corolla  1998  for Sale,Toyota,1998,100000,Petrol,Manual,1500,Abbottabad,1950000,Updated 13 days ago
Suzuki Cultus  2006 VXR for Sale,Suzuki,2006,95000,Petrol,Manual,1000,Rawalpindi,970000,Updated 13 days ago
Suzuki Mehran  1998 VXR for Sale,Suzuki,1998,135000,Petrol,Manual,800,Faisalabad,450000,Updated 13 days ago
Toyota Corolla  1990  for Sale,Toyota,1990,137000,Petrol,Automatic,1300,Peshawar,1400000,Updated 13 days ago
KIA Spectra  2002  for Sale,KIA,2002,100000,Petrol,Manual,1500,Rawalpindi,580000,Updated 13 days ago
Nissan Sunny  2001  for Sale,Nissan,2001,186000,Diesel,Manual,2000,Islamabad,1450000,Updated 13 days ago
Suzuki Alto  2008 VXR for Sale,Suzuki,2008,200000,Petrol,Manual,1000,Karachi,790000,Updated 13 days ago
Suzuki Cultus  2005 VX for Sale,Suzuki,2005,258990,Petrol,Manual,1000,Lahore,775000,Updated 13 days ago
Daihatsu Cuore  2006 CL for Sale,Daihatsu,2006,97000,Petrol,Manual,800,Lahore,1300000,Updated 13 days ago
Suzuki Alto  2010 VXR for Sale,Suzuki,2010,98000,Petrol,Manual,1000,Dera ismail khan,1750000,Updated 13 days ago
Toyota Corolla 9th (E120) Generation 2006 Altis 1.8 for Sale,Toyota,2006,318000,Petrol,Manual,1800,Abbottabad,2600000,Updated 13 days ago
Honda Civic 7th Generation (Facelift) 2006 EXi Prosmatec for Sale,Honda,2006,100000,Petrol,Automatic,1500,Daska,1950000,Updated 13 days ago
Mercedes Benz C Class  2003 C200 Kompressor 1.8 for Sale,Mercedes Benz,2003,124000,Petrol,Automatic,1800,Islamabad,2850000,Updated 13 days ago
Honda Civic  2003 VTi Oriel Prosmatec 1.6 for Sale,Honda,2003,200000,Petrol,Automatic,1600,Peshawar,1650000,Updated 13 days ago
Suzuki Mehran  2011 VX for Sale,Suzuki,2011,53000,Petrol,Manual,800,Wah cantt,870000,Updated 13 days ago
Toyota Prado 3rd (J120) Generation 2001 RZ 3.0D (3-Door) for Sale,Toyota,2001,190000,Diesel,Automatic,3000,Abbottabad,4900000,Updated 13 days ago
Suzuki FX  1988 GA for Sale,Suzuki,1988,10000,Petrol,Manual,800,Lakki marwat,220000,Updated 13 days ago
Honda Civic Reborn 2008 VTi Oriel 1.8 i-VTEC for Sale,Honda,2008,126500,Petrol,Manual,1800,Rawalpindi,2050000,Updated 13 days ago
Chevrolet Exclusive  2005 LS 0.8 for Sale,Chevrolet,2005,69928,Petrol,Manual,800,Mangla,950000,Updated 13 days ago
Suzuki Alto  2002 VXR for Sale,Suzuki,2002,95000,CNG,Manual,1000,Karachi,750000,Updated 13 days ago
Suzuki Every  2006 GA for Sale,Suzuki,2006,144000,Petrol,Manual,660,Lahore,1445000,Updated 13 days ago
Suzuki Mehran  2009 VX for Sale,Suzuki,2009,150000,Petrol,Manual,800,Multan,880000,Updated 13 days ago
Honda City 5th (GM2) Generation 2009 1.3 i-VTEC for Sale,Honda,2009,190000,Petrol,Manual,1300,Gujranwala,2800000,Updated 13 days ago
Mitsubishi Pajero  1993 Exceed Automatic 2.8D for Sale,Mitsubishi,1993,199000,Diesel,Automatic,2800,Karachi,2400000,Updated 13 days ago
Hyundai Santro  2004 Exec for Sale,Hyundai,2004,130000,Petrol,Manual,1000,Mirpur A.K.,1250000,Updated 13 days ago
Daihatsu Cuore  1993  for Sale,Daihatsu,1993,115000,CNG,Manual,660,Peshawar,295000,Updated 13 days ago
Toyota Corolla 8th (E110) Generation 2001 XE Limited for Sale,Toyota,2001,150000,Petrol,Manual,1300,Karachi,1400000,Updated 13 days ago
Toyota Corolla 9th (E120) Generation 2004 2.0D Saloon for Sale,Toyota,2004,215000,Diesel,Manual,2000,Rawalpindi,2550000,Updated 13 days ago
Toyota Corolla 9th (E120) Generation 2005 2.0D Saloon for Sale,Toyota,2005,21500,Diesel,Manual,2000,Mirpur A.K.,2380000,Updated 13 days ago
Honda Civic Reborn 2011 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,Honda,2011,160000,Petrol,Automatic,1800,Faisalabad,2450000,Updated 13 days ago
Honda Civic  2002 VTi Oriel 1.6 for Sale,Honda,2002,180000,Petrol,Manual,1600,Rawalpindi,1260000,Updated 13 days ago
Suzuki Mehran  2011 VX for Sale,Suzuki,2011,230000,Petrol,Manual,800,Islamabad,980000,Updated 13 days ago
Toyota Passo  2011  for Sale,Toyota,2011,135000,Petrol,Automatic,1000,Islamabad,2590000,Updated 13 days ago
Suzuki Mehran  1991 VXR for Sale,Suzuki,1991,20000,Petrol,Manual,800,Lahore,505000,Updated 13 days ago
Toyota Corolla 9th (E120) Generation 2006 Altis Automatic 1.8 for Sale,Toyota,2006,3000,Petrol,Automatic,1800,Peshawar,1950000,Updated 13 days ago
Suzuki Baleno  2005 JXL for Sale,Suzuki,2005,99000,Petrol,Manual,1300,Rawalpindi,1450000,Updated 13 days ago
Honda Civic Reborn 2008 VTi Oriel 1.8 i-VTEC for Sale,Honda,2008,420000,Petrol,Manual,1800,Islamabad,2350000,Updated 13 days ago
Toyota Vitz  2007 F 1.0 for Sale,Toyota,2007,195000,Petrol,Automatic,1000,Karachi,2200000,Updated 13 days ago
Suzuki FX  1987 GA for Sale,Suzuki,1987,100000,CNG,Manual,800,Islamabad,200000,Updated 13 days ago
Honda City  2006 i-DSI Vario for Sale,Honda,2006,131000,Petrol,Automatic,1300,Lahore,2050000,Updated 13 days ago
Suzuki Mehran  1990 VX (CNG) for Sale,Suzuki,1990,200000,Petrol,Manual,800,Lahore,410000,Updated 13 days ago
Honda City  2005 i-DSI for Sale,Honda,2005,200000,Petrol,Manual,1300,Bahawalpur,1725000,Updated 13 days ago
Toyota Corolla 8th (E110) Generation 1999 GLi 1.6 for Sale,Toyota,1999,203000,Petrol,Manual,1600,Multan,1550000,Updated 13 days ago
Daihatsu Charade  1986 CX for Sale,Daihatsu,1986,200000,Petrol,Manual,1000,Mardan,398000,Updated 13 days ago
Toyota Prado 3rd (J120) Generation 2003 TZ G 3.4 for Sale,Toyota,2003,200000,Petrol,Automatic,3400,Lahore,8000000,Updated 13 days ago
Jeep M 151  1978 Standard for Sale,Jeep,1978,100000,Diesel,Manual,2300,Rawalpindi,800000,Updated 13 days ago
Suzuki Mehran  1990  for Sale,Suzuki,1990,70000,Petrol,Manual,800,Muridke,300000,Updated 13 days ago
Suzuki Mehran  2007 VX for Sale,Suzuki,2007,102000,Petrol,Manual,800,Bahawalnagar,525000,Updated 13 days ago
Honda Life  2007 C for Sale,Honda,2007,96000,Petrol,Automatic,660,Lahore,1820000,Updated 13 days ago
KIA Pride  1997 1.1 for Sale,KIA,1997,100000,Petrol,Manual,1100,Sialkot,560000,Updated 13 days ago
Toyota Corolla 9th (E120) Generation 2005 2.0D for Sale,Toyota,2005,319518,Diesel,Manual,2000,Dera ismail khan,2400000,Updated 13 days ago
Suzuki Cultus  2008 VXRi for Sale,Suzuki,2008,10,Petrol,Manual,1000,Karachi,970000,Updated 13 days ago
Toyota Corolla  2010 Altis Cruisetronic 1.8 for Sale,Toyota,2010,140000,Petrol,Automatic,1800,Sargodha,2750000,Updated 13 days ago
Suzuki Cultus  2008 VXRi for Sale,Suzuki,2008,96000,Petrol,Manual,1000,Chakwal,1150000,Updated 13 days ago
Daihatsu Boon  2011 1.0 CL Limited for Sale,Daihatsu,2011,124470,Petrol,Automatic,1000,Karachi,2350000,Updated 13 days ago
Honda Civic Reborn 2007  for Sale,Honda,2007,123000,Petrol,Automatic,1600,Lahore,2500000,Updated 13 days ago
Chevrolet Exclusive  2003 LS 0.8 for Sale,Chevrolet,2003,180000,Petrol,Manual,800,Lahore,635000,Updated 13 days ago
Toyota Prius  2011 S Touring Selection GS 1.8 for Sale,Toyota,2011,198000,Hybrid,Automatic,1800,Peshawar,4600000,Updated 13 days ago
Honda Civic Reborn 2007 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,Honda,2007,15320,Petrol,Automatic,1800,Lahore,2250000,Updated 13 days ago
Suzuki Alto  2003 VXR for Sale,Suzuki,2003,250000,Petrol,Manual,1000,Karachi,725000,Updated 13 days ago
Daewoo Racer  1993 Base Grade 1.5 for Sale,Daewoo,1993,350000,Petrol,Manual,1500,Rawalpindi,670000,Updated 13 days ago
Suzuki Mehran  2009 VXR for Sale,Suzuki,2009,100000,Petrol,Manual,800,Faisalabad,775000,Updated 13 days ago
Honda Accord  2005 VTi 2.4 for Sale,Honda,2005,185000,Petrol,Automatic,2400,Gujrat,2650000,Updated 13 days ago
Toyota Corolla  1980  for Sale,Toyota,1980,300000,Petrol,Automatic,2000,Islamabad,899999,Updated 13 days ago
Honda Civic Reborn 2011 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,Honda,2011,127000,Petrol,Automatic,1800,Peshawar,2880000,Updated 14 days ago
Nissan Sunny  1999  for Sale,Nissan,1999,50000,Petrol,Automatic,1300,Karachi,700000,Updated 14 days ago
Toyota Corolla  2011 GLi 1.3 VVTi for Sale,Toyota,2011,100000,Petrol,Manual,1300,Taxila,2780000,Updated 14 days ago
Toyota Corolla  2011 GLi 1.3 VVTi for Sale,Toyota,2011,116000,Petrol,Manual,1300,Islamabad,3500000,Updated 14 days ago
Honda Civic 6th Generation 1996 EXi for Sale,Honda,1996,200005,Petrol,Manual,1500,Karachi,795000,Updated 14 days ago
Toyota Corolla  2009 Altis 1.8 for Sale,Toyota,2009,125000,Petrol,Manual,1800,Peshawar,2880000,Updated 14 days ago
Mitsubishi Lancer  2004 GL for Sale,Mitsubishi,2004,230000,Petrol,Manual,1300,Rawalpindi,1689000,Updated 14 days ago
Mitsubishi L200  2004  for Sale,Mitsubishi,2004,100000,Diesel,Manual,2500,Hyderabad,1800000,Updated 14 days ago
Toyota Rush  2007 G Limited for Sale,Toyota,2007,180000,Petrol,Automatic,1500,Karachi,2850000,Updated 14 days ago
Toyota Prius  2011 S LED Edition 1.8 for Sale,Toyota,2011,125000,Hybrid,Automatic,1800,Swabi,4130000,Updated 14 days ago
Toyota Corolla  1990  for Sale,Toyota,1990,300000,Petrol,Manual,1300,Charsadda,950000,Updated 14 days ago
Daihatsu Cuore  2006 CX Automatic for Sale,Daihatsu,2006,100000,Petrol,Automatic,800,Karachi,1000000,Updated 14 days ago
Honda Civic 7th Generation (Facelift) 2006 VTi Oriel Prosmatec 1.6 for Sale,Honda,2006,280000,Petrol,Automatic,1600,Peshawar,1890000,Updated 14 days ago
Suzuki Alto  2007  for Sale,Suzuki,2007,100000,LPG,Manual,1000,Karachi,850000,Updated 14 days ago
Suzuki Alto  2011 VXR for Sale,Suzuki,2011,95000,Petrol,Manual,1000,Rawalpindi,1225000,Updated 14 days ago
Toyota Crown  2007 Royal Saloon G for Sale,Toyota,2007,121000,Petrol,Automatic,3000,Lahore,6850000,Updated 14 days ago
Toyota Prado  2011 TX Limited 2.7 for Sale,Toyota,2011,92000,Petrol,Automatic,2700,Gujranwala,16175000,Updated 14 days ago
Toyota Prado 3rd (J120) Generation 1997 TZ 3.0D for Sale,Toyota,1997,160050,Diesel,Automatic,3000,Lahore,5500000,Updated 14 days ago
Suzuki Mehran  1997 VX for Sale,Suzuki,1997,369000,CNG,Manual,800,Rawalpindi,320000,Updated 14 days ago
Suzuki Liana  2006 RXi for Sale,Suzuki,2006,50000,Petrol,Manual,1300,Wah cantt,1190000,Updated 14 days ago
Toyota Corolla  1995 SE Limited for Sale,Toyota,1995,53200,Petrol,Automatic,1500,Faisalabad,3000000,Updated 14 days ago
Honda City  2007 i-DSI for Sale,Honda,2007,250000,Petrol,Manual,1300,Lahore,1650000,Updated 14 days ago
Toyota Cressida  1990  for Sale,Toyota,1990,25,Petrol,Automatic,3400,Lahore,2500000,Updated 14 days ago
Suzuki Mehran  2006 VXR for Sale,Suzuki,2006,100000,Petrol,Manual,800,Islamabad,550000,Updated 14 days ago
Toyota Vitz  2010 F 1.3 for Sale,Toyota,2010,88000,Petrol,Automatic,1300,Swabi,2950000,Updated 14 days ago
Suzuki Mehran  2006 VXR for Sale,Suzuki,2006,36000,Petrol,Manual,800,Lahore,580000,Updated 14 days ago
Daihatsu Cuore  2004 CX Automatic for Sale,Daihatsu,2004,212000,Petrol,Automatic,800,Karachi,950000,Updated 14 days ago
Honda Civic  2009 VTi 1.8 i-VTEC for Sale,Honda,2009,133000,Petrol,Manual,1800,Rawalpindi,2550000,Updated 14 days ago
Toyota IST  2006  for Sale,Toyota,2006,90000,Petrol,Automatic,1300,Lahore,1825000,Updated 14 days ago
Suzuki Liana  2007 RXi for Sale,Suzuki,2007,33000,Petrol,Manual,1300,Karachi,1380000,Updated 14 days ago
Suzuki Cultus  2006 VXR for Sale,Suzuki,2006,185000,Petrol,Manual,1000,Islamabad,825000,Updated 14 days ago
Suzuki Mehran  2007 VXR for Sale,Suzuki,2007,80000,Petrol,Manual,800,Islamabad,830000,Updated 14 days ago
Honda Civic 6th Generation 1996 1.5i LS Hatchback for Sale,Honda,1996,300000,Petrol,Manual,1500,Islamabad,1130000,Updated 14 days ago
Toyota Premio  2002 F 1.5 for Sale,Toyota,2002,190000,Petrol,Automatic,1500,Malakand Agency,2930000,Updated 14 days ago
Suzuki Mehran  2003 VXR for Sale,Suzuki,2003,86000,Petrol,Manual,800,Karachi,550000,Updated 14 days ago
Toyota Land Cruiser  1992  for Sale,Toyota,1992,150000,Petrol,Automatic,4600,Rawalpindi,9500000,Updated 14 days ago
Suzuki Cultus  2010 VXRi for Sale,Suzuki,2010,150500,Petrol,Manual,1000,Toba Tek Singh,1375000,Updated 14 days ago
Honda Civic 5th Generation 1995 EX for Sale,Honda,1995,22291,Petrol,Manual,1500,Karachi,780000,Updated 14 days ago
Suzuki Cultus  2004 VXR for Sale,Suzuki,2004,100000,Petrol,Manual,1000,Lahore,900000,Updated 14 days ago
Daihatsu Mira  2007 Custom L for Sale,Daihatsu,2007,121000,Petrol,Automatic,660,Rawalpindi,1985000,Updated 14 days ago
Honda City  2007 i-DSI for Sale,Honda,2007,151655,Petrol,Manual,1300,Faisalabad,2300000,Updated 14 days ago
Suzuki Swift  2010 DX 1.3 for Sale,Suzuki,2010,132000,Petrol,Manual,1300,Karachi,1900000,Updated 14 days ago
Hyundai Accent  1993  for Sale,Hyundai,1993,780000,Petrol,Manual,1300,Islamabad,700000,Updated 14 days ago
Suzuki Mehran  2011 VX for Sale,Suzuki,2011,100200,Petrol,Manual,800,Peshawar,960000,Updated 14 days ago
Toyota Mark II  2001 Grande 2.0 for Sale,Toyota,2001,465000,Petrol,Automatic,2000,Islamabad,3500000,Updated 14 days ago
Suzuki Cultus  2006 VXR (CNG) for Sale,Suzuki,2006,95000,Petrol,Manual,1000,Islamabad,1120000,Updated 14 days ago
Suzuki APV  2008 GLX for Sale,Suzuki,2008,150000,Petrol,Manual,1600,Sahiwal,2500000,Updated 14 days ago
Honda Civic  2002 VTi Prosmatec 1.6 for Sale,Honda,2002,300000,Petrol,Automatic,1600,Rawalpindi,1500000,Updated 14 days ago
Honda Civic Reborn 2007 MXST (Hybrid) for Sale,Honda,2007,155000,Hybrid,Automatic,1300,Islamabad,3000000,Updated 14 days ago
Honda Civic Reborn 2007 VTi 1.8 i-VTEC for Sale,Honda,2007,120000,Petrol,Manual,1800,Karachi,1850000,Updated 14 days ago
Toyota Corolla Axio  2007 G for Sale,Toyota,2007,117920,Petrol,Automatic,1500,Peshawar,4400000,Updated 14 days ago
Toyota Corolla 8th (E110) Generation 1998 XE for Sale,Toyota,1998,105000,Petrol,Manual,1300,Karachi,1350000,Updated 14 days ago
Toyota Land Cruiser  2008 AX G Selection for Sale,Toyota,2008,181000,Petrol,Automatic,4600,Karachi,18000000,Updated 14 days ago
